match_id,map_number,mode,map_name,team,opponent,player_slot,player_name,map_winner,kills,deaths,assists,non_traded_kills,highest_streak,damage,overloads,obj_kills,kills_per_minute,highest_multikill,accuracy_pct,score,data_source,is_lan
2026_M1Q1S1_RYD_TX,3,OVLD,Den,RYD,TX,1,CELLIUM,TX,14,22,7.0,9.0,3.0,2458,0.0,3,1.4,2.0,30.0,2510.0,YT,0
2026_M1Q1S1_RYD_TX,3,OVLD,Den,RYD,TX,2,PRED,TX,23,23,4.0,17.0,4.0,3182,0.0,3,2.3,2.0,30.0,2885.0,YT,0
2026_M1Q1S1_RYD_TX,3,OVLD,Den,RYD,TX,3,EXNID,TX,18,23,5.0,14.0,3.0,2694,0.0,1,1.8,2.0,36.0,2570.0,YT,0
2026_M1Q1S1_RYD_TX,3,OVLD,Den,RYD,TX,4,KISMET,TX,14,24,5.0,12.0,3.0,2119,1.0,5,1.4,2.0,25.0,2505.0,YT,0
2026_M1Q1S1_RYD_TX,3,OVLD,Den,TX,RYD,5,HUKE,TX,17,21,9.0,12.0,3.0,2498,0.0,1,1.7,0.0,34.0,2780.0,YT,0
2026_M1Q1S1_RYD_TX,3,OVLD,Den,TX,RYD,6,SHOTZZY,TX,32,16,5.0,29.0,7.0,3318,1.0,4,3.2,2.0,35.0,4270.0,YT,0
2026_M1Q1S1_RYD_TX,3,OVLD,Den,TX,RYD,7,MERCULES,TX,25,13,14.0,22.0,4.0,3484,3.0,3,2.5,3.0,6.0,5070.0,YT,0
2026_M1Q1S1_RYD_TX,3,OVLD,Den,TX,RYD,8,DASHY,TX,18,19,10.0,12.0,2.0,2860,0.0,2,1.8,0.0,31.0,3045.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,CAR,BOS,1,SLASHER,BOS,16,20,7.0,11.0,3.0,2557,0.0,0,1.6,0.0,28.0,2425.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,CAR,BOS,2,NERO,BOS,25,27,8.0,15.0,2.0,3059,1.0,1,2.5,2.0,37.0,3845.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,CAR,BOS,3,CRAZE,BOS,19,25,7.0,12.0,3.0,2458,0.0,3,1.9,2.0,33.0,2815.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,CAR,BOS,4,LURQXX,BOS,23,25,4.0,13.0,3.0,3149,1.0,0,2.3,2.0,40.0,3250.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,BOS,CAR,5,PURJ,BOS,18,25,11.0,11.0,4.0,2446,1.0,2,1.8,2.0,29.0,3440.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,BOS,CAR,6,CAMMY,BOS,24,20,10.0,20.0,5.0,3166,0.0,3,2.4,3.0,31.0,3550.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,BOS,CAR,7,SNOOPY,BOS,28,20,7.0,22.0,4.0,3266,1.0,4,2.8,2.0,32.0,3970.0,YT,0
2026_M1Q1S1_CAR_BOS,3,OVLD,Den,BOS,CAR,8,NASTIE,BOS,26,18,7.0,19.0,4.0,2948,1.0,0,2.6,2.0,34.0,3815.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,LAT,VGS,1,SCRAP,LAT,14,23,3.0,11.0,5.0,2212,1.0,0,1.4,2.0,7.0,2210.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,LAT,VGS,2,KENNY,LAT,24,23,4.0,14.0,3.0,2906,1.0,1,2.4,2.0,33.0,3405.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,LAT,VGS,3,ABEZY,LAT,22,21,11.0,13.0,3.0,3209,1.0,4,2.2,2.0,37.0,3865.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,LAT,VGS,4,HYDRA,LAT,25,21,8.0,20.0,5.0,3160,2.0,5,2.5,3.0,38.0,4250.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,VGS,LAT,5,SIMP,LAT,29,19,3.0,24.0,4.0,3395,1.0,1,2.9,2.0,41.0,3715.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,VGS,LAT,6,04,LAT,18,25,10.0,12.0,3.0,2990,0.0,3,1.8,2.0,40.0,3035.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,VGS,LAT,7,DRAZAH,LAT,25,20,4.0,17.0,5.0,3087,1.0,1,2.5,2.0,39.0,3460.0,YT,0
2026_M1Q1S3_LAT_VGS,3,OVLD,Exposure,VGS,LAT,8,ABUZAH,LAT,16,21,8.0,12.0,3.0,2536,2.0,1,1.6,2.0,31.0,3420.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,TOR,MIA,1,TRAIX,TOR,12,22,5.0,7.0,3.0,1812,0.0,1,1.71,2.0,32.0,1810.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,TOR,MIA,2,RENKOR,TOR,16,19,3.0,10.0,2.0,2437,0.0,0,2.29,2.0,35.0,1995.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,TOR,MIA,3,SUPER,TOR,13,16,7.0,9.0,3.0,1851,0.0,2,1.86,0.0,28.0,2090.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,TOR,MIA,4,METTALZ,TOR,12,19,6.0,8.0,3.0,1890,0.0,1,1.71,0.0,27.0,1785.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,MIA,TOR,5,JOEDECEIVES,TOR,21,13,5.0,15.0,4.0,2211,2.0,1,3.0,2.0,37.0,3470.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,MIA,TOR,6,REEAL,TOR,25,11,7.0,19.0,4.0,2740,2.0,0,3.57,2.0,32.0,3970.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,MIA,TOR,7,INSIGHT,TOR,10,16,10.0,6.0,3.0,2000,2.0,0,1.43,2.0,26.0,2720.0,YT,0
2026_M1Q1S4_TOR_MIA,3,OVLD,Exposure,MIA,TOR,8,CLEANX,TOR,20,13,5.0,19.0,3.0,2399,2.0,2,2.86,2.0,34.0,3280.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,VAN,PAR,1,LQGEND,PAR,17,22,5.0,12.0,3.0,2085,0.0,0,1.7,2.0,30.0,2290.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,VAN,PAR,2,ABE,PAR,21,19,10.0,15.0,3.0,2910,1.0,3,2.1,2.0,31.0,3680.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,VAN,PAR,3,LUNARZ,PAR,23,23,12.0,15.0,4.0,3176,0.0,4,2.3,2.0,30.0,3715.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,VAN,PAR,4,GWINN,PAR,32,23,6.0,22.0,5.0,3800,0.0,4,3.2,2.0,34.0,4100.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,PAR,VAN,5,ENVOY,PAR,24,26,12.0,16.0,4.0,3640,1.0,2,2.4,2.0,30.0,4110.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,PAR,VAN,6,NEPTUNE,PAR,21,23,7.0,15.0,3.0,2432,1.0,3,2.1,0.0,33.0,3235.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,PAR,VAN,7,SIB,PAR,17,28,11.0,10.0,4.0,2748,1.0,1,1.7,2.0,29.0,3210.0,YT,0
2026_M1Q1S5_VAN_PAR,3,OVLD,Den,PAR,VAN,8,GHOSTY,PAR,25,17,9.0,21.0,4.0,2764,1.0,4,2.5,2.0,24.0,4180.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,MIN,NY,1,MAMBA,MIN,28,20,10.0,21.0,4.0,3935,0.0,2,2.8,2.0,35.0,4095.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,MIN,NY,2,SKYZ,MIN,20,23,10.0,12.0,4.0,2750,2.0,1,2.0,2.0,33.0,3845.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,MIN,NY,3,ESTREAL,MIN,26,20,6.0,20.0,4.0,3093,2.0,4,2.6,2.0,31.0,4120.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,MIN,NY,4,KREMP,MIN,22,19,7.0,16.0,3.0,2687,0.0,2,2.2,2.0,34.0,3205.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,NY,MIN,5,VIVID,MIN,19,22,5.0,11.0,4.0,2944,1.0,2,1.9,2.0,36.0,2835.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,NY,MIN,6,MACK,MIN,23,27,2.0,15.0,2.0,2790,0.0,3,2.3,2.0,31.0,2765.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,NY,MIN,7,AFRO,MIN,17,22,7.0,13.0,3.0,2264,0.0,1,1.7,2.0,28.0,2555.0,YT,0
2026_M1Q1S6_MIN_NY,3,OVLD,Den,NY,MIN,8,BEANS,MIN,23,26,5.0,16.0,3.0,3061,0.0,2,2.3,2.0,32.0,3060.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,RYD,LAT,1,CELLIUM,LAT,23,22,7.0,17.0,3.0,2999,0.0,1,2.3,2.0,32.0,3170.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,RYD,LAT,2,PRED,LAT,26,20,5.0,15.0,5.0,2879,0.0,4,2.6,3.0,31.0,3420.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,RYD,LAT,3,EXNID,LAT,19,24,9.0,16.0,4.0,2612,1.0,2,1.9,3.0,38.0,3295.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,RYD,LAT,4,KISMET,LAT,19,30,9.0,10.0,2.0,2836,0.0,1,1.9,2.0,36.0,3075.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,LAT,RYD,5,SCRAP,LAT,30,21,16.0,22.0,5.0,4503,1.0,2,3.0,2.0,6.0,5125.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,LAT,RYD,6,KENNY,LAT,23,23,13.0,19.0,3.0,2734,2.0,3,2.3,3.0,29.0,4655.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,LAT,RYD,7,ABEZY,LAT,19,21,5.0,13.0,4.0,2312,0.0,3,1.9,2.0,32.0,2760.0,YT,0
2026_M1Q1S7_RYD_LAT,3,OVLD,Den,LAT,RYD,8,HYDRA,LAT,24,22,4.0,18.0,4.0,2799,2.0,1,2.4,2.0,35.0,3595.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,PAR,VGS,1,ENVOY,VGS,16,27,16.0,9.0,2.0,1932,0.0,3,1.6,2.0,24.0,3490.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,PAR,VGS,2,NEPTUNE,VGS,23,25,8.0,16.0,5.0,2854,0.0,1,2.3,2.0,34.0,3205.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,PAR,VGS,3,SIB,VGS,26,28,7.0,17.0,4.0,3255,1.0,5,2.6,2.0,32.0,3945.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,PAR,VGS,4,GHOSTY,VGS,16,26,15.0,11.0,2.0,2700,0.0,2,1.6,0.0,25.0,3415.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,VGS,PAR,5,SIMP,VGS,29,19,7.0,21.0,6.0,3392,1.0,1,2.9,3.0,38.0,4135.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,VGS,PAR,6,04,VGS,32,19,5.0,22.0,7.0,3466,1.0,3,3.2,3.0,39.0,4355.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,VGS,PAR,7,DRAZAH,VGS,20,25,8.0,14.0,4.0,3120,1.0,2,2.0,2.0,34.0,3400.0,YT,0
2026_M1Q1S8_PAR_VGS,3,OVLD,Exposure,VGS,PAR,8,ABUZAH,VGS,23,18,7.0,13.0,5.0,2980,3.0,4,2.3,3.0,36.0,4130.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,TX,MIN,1,HUKE,TX,22,22,9.0,16.0,3.0,2784,0.0,1,2.2,1.0,29.0,3245.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,TX,MIN,2,SHOTZZY,TX,33,21,7.0,21.0,5.0,3811,1.0,1,3.3,3.0,38.0,4550.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,TX,MIN,3,MERCULES,TX,24,17,4.0,17.0,8.0,2874,1.0,4,2.4,3.0,8.0,3345.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,TX,MIN,4,DASHY,TX,28,18,7.0,21.0,4.0,3434,1.0,2,2.8,2.0,35.0,4205.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,MIN,TX,5,MAMBA,TX,21,28,6.0,14.0,3.0,3201,0.0,6,2.1,2.0,35.0,2990.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,MIN,TX,6,SKYZ,TX,14,25,10.0,7.0,3.0,2590,0.0,2,1.4,3.0,28.0,2600.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,MIN,TX,7,ESTREAL,TX,21,27,11.0,15.0,2.0,2586,0.0,1,2.1,0.0,27.0,3255.0,YT,0
2026_M1Q1S9_TX_MIN,3,OVLD,Den,MIN,TX,8,KREMP,TX,22,27,8.0,13.0,3.0,2780,0.0,2,2.2,2.0,33.0,3180.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,RYD,CAR,1,CELLIUM,RYD,22,19,14.0,14.0,3.0,3139,1.0,3,2.2,2.0,29.0,4300.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,RYD,CAR,2,PRED,RYD,23,18,10.0,18.0,5.0,3010,1.0,0,2.3,2.0,36.0,3670.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,RYD,CAR,3,EXNID,RYD,30,22,6.0,21.0,3.0,3015,1.0,6,3.0,3.0,44.0,4340.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,RYD,CAR,4,KISMET,RYD,21,21,7.0,20.0,4.0,2822,1.0,0,2.1,2.0,38.0,3220.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,CAR,RYD,5,SLASHER,RYD,16,25,14.0,9.0,4.0,2671,0.0,0,1.6,2.0,31.0,3245.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,CAR,RYD,6,NERO,RYD,22,23,6.0,15.0,5.0,2655,1.0,1,2.2,2.0,32.0,3280.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,CAR,RYD,7,CRAZE,RYD,21,26,7.0,13.0,3.0,2542,0.0,3,2.1,2.0,36.0,2960.0,YT,0
2026_M1Q1S10_RYD_CAR,3,OVLD,Exposure,CAR,RYD,8,LURQXX,RYD,21,22,11.0,12.0,4.0,2719,1.0,3,2.1,2.0,36.0,3710.0,YT,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,MIN,BOS,1,ESTREAL,BOS,22,30,,,,3342,,1,,,,,BP,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,MIN,BOS,2,KREMP,BOS,25,30,,,,3403,,1,,,,,BP,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,MIN,BOS,3,MAMBA,BOS,17,31,,,,2310,,0,,,,,BP,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,MIN,BOS,4,SKYZ,BOS,23,27,,,,2876,,0,,,,,BP,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,BOS,MIN,5,CAMMY,BOS,26,26,,,,3351,,1,,,,,BP,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,BOS,MIN,6,NASTIE,BOS,25,22,,,,2988,,2,,,,,BP,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,BOS,MIN,7,PURJ,BOS,30,23,,,,3465,,1,,,,,BP,0
2026_M1Q1S11_MIN_BOS,3,OVLD,Scar,BOS,MIN,8,SNOOPY,BOS,37,16,,,,4080,,0,,,,,BP,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,VAN,TOR,1,LQGEND,TOR,18,27,8.0,11.0,4.0,2676,0.0,3,1.8,2.0,33.0,2720.0,YT,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,VAN,TOR,2,ABE,TOR,27,26,8.0,17.0,3.0,3275,0.0,3,2.7,3.0,34.0,3675.0,YT,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,VAN,TOR,3,LUNARZ,TOR,14,24,7.0,9.0,2.0,1940,1.0,2,1.4,2.0,24.0,2550.0,YT,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,VAN,TOR,4,GWINN,TOR,15,28,10.0,9.0,2.0,2533,0.0,2,1.5,0.0,24.0,2660.0,YT,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,TOR,VAN,5,JOEDECEIVES,TOR,32,18,10.0,25.0,5.0,3835,3.0,3,3.2,3.0,34.0,5305.0,YT,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,TOR,VAN,6,REEAL,TOR,23,21,12.0,20.0,6.0,2676,0.0,3,2.3,3.0,28.0,3840.0,YT,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,TOR,VAN,7,INSIGHT,TOR,22,18,5.0,19.0,6.0,2534,0.0,1,2.2,2.0,25.0,2885.0,YT,0
2026_M1Q1S12_VAN_TOR,3,OVLD,Den,TOR,VAN,8,CLEANX,TOR,28,17,8.0,21.0,4.0,3204,1.0,1,2.8,3.0,33.0,4280.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,PAR,LAT,1,ENVOY,PAR,31,24,10.0,24.0,5.0,3306,1.0,1,3.44,2.0,33.0,4825.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,PAR,LAT,2,NEPTUNE,PAR,26,23,11.0,21.0,4.0,3513,1.0,1,2.89,2.0,36.0,4185.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,PAR,LAT,3,SIB,PAR,33,21,14.0,23.0,5.0,3794,2.0,2,3.67,3.0,31.0,5655.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,PAR,LAT,4,GHOSTY,PAR,30,18,9.0,25.0,4.0,3482,4.0,5,3.33,2.0,30.0,5765.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,LAT,PAR,5,SCRAP,PAR,27,29,4.0,19.0,4.0,3028,1.0,4,3.0,2.0,8.0,3780.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,LAT,PAR,6,KENNY,PAR,13,31,9.0,5.0,2.0,2497,0.0,3,1.44,0.0,30.0,2325.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,LAT,PAR,7,ABEZY,PAR,22,30,6.0,15.0,3.0,3379,0.0,1,2.44,0.0,36.0,3030.0,YT,0
2026_M1Q1S13_PAR_LAT,3,OVLD,Den,LAT,PAR,8,HYDRA,PAR,24,30,8.0,14.0,4.0,3153,0.0,2,2.67,2.0,34.0,3315.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,TX,MIA,1,HUKE,TX,26,25,8.0,18.0,5.0,3367,0.0,3,2.6,2.0,31.0,3690.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,TX,MIA,2,SHOTZZY,TX,24,25,8.0,15.0,4.0,2894,1.0,3,2.4,2.0,38.0,3740.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,TX,MIA,3,MERCULES,TX,33,23,16.0,22.0,6.0,4067,0.0,2,3.3,2.0,6.0,5230.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,TX,MIA,4,DASHY,TX,27,20,11.0,20.0,4.0,3532,3.0,4,2.7,2.0,32.0,5270.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,MIA,TX,5,TRAIX,TX,24,29,12.0,17.0,3.0,2832,0.0,3,2.4,3.0,28.0,3925.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,MIA,TX,6,RENKOR,TX,28,27,15.0,18.0,4.0,3144,2.0,2,2.8,3.0,32.0,5240.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,MIA,TX,7,SUPER,TX,22,24,10.0,16.0,3.0,2968,0.0,2,2.2,2.0,29.0,3565.0,YT,0
2026_M1Q1S14_TX_MIA,3,OVLD,Scar,MIA,TX,8,METTALZ,TX,19,30,8.0,11.0,3.0,2687,1.0,2,1.9,2.0,38.0,3230.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,VAN,NY,1,LQGEND,NY,15,23,4.0,11.0,4.0,1908,0.0,1,1.36,2.0,28.0,2140.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,VAN,NY,2,ABE,NY,28,21,4.0,23.0,9.0,3620,0.0,3,2.55,2.0,37.0,3420.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,VAN,NY,3,LUNARZ,NY,17,20,10.0,13.0,4.0,2644,1.0,1,1.55,2.0,30.0,3315.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,VAN,NY,4,GWINN,NY,32,26,12.0,25.0,5.0,3889,1.0,2,2.91,2.0,30.0,4975.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,NY,VAN,5,VIVID,NY,20,24,7.0,14.0,3.0,2898,0.0,2,1.82,2.0,32.0,2950.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,NY,VAN,6,MACK,NY,24,24,6.0,17.0,3.0,3346,0.0,1,2.18,2.0,32.0,3125.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,NY,VAN,7,AFRO,NY,25,19,4.0,19.0,3.0,3245,1.0,3,2.27,3.0,32.0,3445.0,YT,0
2026_M1Q1S15_VAN_NY,3,OVLD,Scar,NY,VAN,8,BEANS,NY,21,25,7.0,16.0,3.0,3133,1.0,3,1.91,3.0,29.0,3485.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,RYD,BOS,1,CELLIUM,RYD,27,16,6.0,22.0,4.0,3011,1.0,2,2.7,2.0,30.0,4025.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,RYD,BOS,2,PRED,RYD,22,18,13.0,16.0,4.0,2903,1.0,1,2.2,2.0,34.0,4070.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,RYD,BOS,3,EXNID,RYD,22,23,8.0,15.0,5.0,2429,0.0,0,2.2,2.0,37.0,3070.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,RYD,BOS,4,KISMET,RYD,23,26,8.0,12.0,2.0,3010,1.0,0,2.3,2.0,38.0,3575.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,BOS,RYD,5,PURJ,RYD,14,25,9.0,5.0,2.0,1801,1.0,3,1.4,2.0,35.0,2770.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,BOS,RYD,6,CAMMY,RYD,17,23,8.0,9.0,3.0,2766,1.0,1,1.7,2.0,29.0,2965.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,BOS,RYD,7,SNOOPY,RYD,28,25,5.0,17.0,4.0,3254,0.0,2,2.8,3.0,33.0,3430.0,YT,0
2026_M1Q1S16_RYD_BOS,3,OVLD,Exposure,BOS,RYD,8,NASTIE,RYD,24,21,6.0,18.0,4.0,3416,1.0,3,2.4,2.0,37.0,3480.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,MIA,NY,1,TRAIX,MIA,22,26,4.0,13.0,5.0,2223,1.0,1,2.2,2.0,30.0,3185.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,MIA,NY,2,RENKOR,MIA,20,20,8.0,17.0,4.0,3010,1.0,2,2.0,2.0,30.0,3460.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,MIA,NY,3,SUPER,MIA,24,19,10.0,19.0,6.0,3834,0.0,7,2.4,2.0,32.0,3710.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,MIA,NY,4,METTALZ,MIA,31,20,12.0,21.0,4.0,3318,2.0,3,3.1,3.0,33.0,5235.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,NY,MIA,5,VIVID,MIA,14,26,9.0,10.0,3.0,2452,1.0,1,1.4,2.0,33.0,2755.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,NY,MIA,6,MACK,MIA,25,27,7.0,17.0,3.0,2863,0.0,2,2.5,2.0,34.0,3405.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,NY,MIA,7,AFRO,MIA,26,18,5.0,20.0,5.0,3019,0.0,7,2.6,2.0,31.0,3455.0,YT,0
2026_M1Q1S17_MIA_NY,3,OVLD,Den,NY,MIA,8,BEANS,MIA,20,26,8.0,15.0,4.0,3145,0.0,0,2.0,2.0,33.0,3160.0,YT,0
2026_M1Q1S18_TOR_VGS,3,OVLD,Exposure,TOR,VGS,1,JOEDECIEVES,TOR,25,22,9.0,18.0,4.0,3002,0.0,3,2.5,2.0,33.0,3635.0,YT,0
2026_M1Q1S18_TOR_VGS,3,OVLD,Exposure,TOR,VGS,2,REEAL,TOR,24,22,8.0,16.0,5.0,2669,2.0,2,2.4,2.0,27.0,3895.0,YT,0
2026_M1Q1S18_TOR_VGS,3,OVLD,Exposure,TOR,VGS,3,INSIGHT,TOR,22,18,10.0,18.0,3.0,2634,2.0,1,2.2,2.0,29.0,4030.0,YT,0
2026_M1Q1S18_TOR_VGS,3,OVLD,Exposure,TOR,VGS,4,CLEANX,TOR,28,21,12.0,21.0,5.0,3681,1.0,0,2.8,2.0,32.0,4565.0,YT,0
2026_M1Q1S18_TOR_VGS,3,OVLD,Exposure,VGS,TOR,5,SIMP,TOR,21,24,4.0,14.0,2.0,2692,0.0,0,2.1,2.0,36.0,2645.0,YT,0
2026_M1Q1S18_TOR_VGS,3,OVLD,Exposure,VGS,TOR,6,04,TOR,17,26,10.0,10.0,2.0,2490,2.0,1,1.7,0.0,34.0,3580.0,YT,0
2026_M1Q1S18_TOR_VGS,3,OVLD,Exposure,VGS,TOR,7,DRAZAH,TOR,22,24,5.0,14.0,4.0,2980,0.0,2,2.2,2.0,33.0,2955.0,YT,0
